OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
281,Maine,"North Yarmouth Academy, T1R4 Wels, Twp. Of",North Yarmouth Academy Grant Twp,23,230521,Aroostook County
282,Maine,"Indian Purchase 3, Township Of",T3 Indian Purchase Twp,23,230614,Penobscot County
283,Maine,"Lily Bay Ta R14 Wels, Township Of",Lily Bay Twp,23,230490,Piscataquis County
284,Maine,"T8 R4 Nbpp, Township Of",T8 R4 NBPP,23,230575,Washington County
285,Maine,"Attean T5 R1 Nbkp, Township Of",Attean Twp,23,230715,Somerset County
286,Maine,"Sapling T1 R7 Bkpwkr, Township Of",Sapling Twp,23,230556,Somerset County
287,Maine,"Big Moose T2 R6 Bkp Ekr, Township Of",Big Moose Twp,23,230483,Piscataquis County
288,Maine,"Big W, Township Of",Big W Twp,23,230546,Somerset County
289,Maine,"Blake Gore T5 R4 Nbkp, Township Of",Blake Gore,23,230720,Somerset County
290,Maine,"Alder Brook T3 R3 Nbkp, Township Of",Alder Brook Twp,23,230713,Somerset County
291,Maine,"Soldiertown T02 R03 Nbkp, Township Of",Soldiertown Twp T2 R3 NBKP,23,230748,Somerset County
292,Maine,"T02 R08 Wels, Township Of",T2 R8 WELS,23,230622,Penobscot County
293,Maine,"Benedicta, Town Of",Benedicta Twp,23,230420,Aroostook County
294,Maine,"Silver Ridge, Township Of",Silver Ridge Twp,23,230452,Aroostook County
295,Maine,"T02 R04 Wels, Township Of",T2 R4 WELS,23,230773,Aroostook County
296,Maine,"Rainbowtown T2 R11 Wels, Township Of",Rainbow Twp,23,230494,Piscataquis County
297,Maine,"T02 R12 Wels, Township Of",T2 R12 WELS,23,230653,Piscataquis County
298,Maine,"T02 R13 Wels, Township Of",T2 R13 WELS,23,230500,Piscataquis County
299,Maine,"Bald Mountain T4 R3 Nbkp, Township Of",Bald Mountain Twp T4 R3,23,230717,Somerset County
300,Maine,"Sandy Bay T05 R03 Nbkp, Township Of",Sandy Bay Twp,23,230746,Somerset County
301,Maine,"Thorndike T03 R02 Nbkp, Township Of",Thorndike Twp,23,230750,Somerset County
302,Maine,"Brassua T2 R2 Nbkp, Township Of",Brassua Twp,23,230723,Somerset County
303,Maine,"T01 R12 Wels, Township Of",T1 R12 WELS,23,230650,Piscataquis County
304,Maine,"To1 R13 Wels, Township Of",T1 R13 WELS,23,230641,Piscataquis County
305,Maine,"T01 R08 Wels, Township Of",T1 R8 WELS,23,230840,Penobscot County
306,Maine,"T01 R05 Wels, Township Of",T1 R5 WELS,23,230772,Aroostook County
307,Maine,"T04 R07 Wels, Township Of",T4 R7 WELS,23,230626,Penobscot County
308,Maine,"Ta R02 Wels, Township Of",TA R2 WELS,23,230770,Aroostook County
309,Maine,"Plymouth T01 R04 Nbkp, Township Of",Plymouth Twp,23,230740,Somerset County
310,Maine,"Pittston Academy Grant T2 R4 Nbkp, Twp. Of",Pittston Academy Grant,23,230555,Somerset County
311,Maine,"Forkstown, T3 R2 Wels, Township Of",Forkstown Twp,23,230519,Aroostook County
312,Maine,"Hammond T03 R04 Nbkp, Township Of",Hammond Twp,23,230731,Somerset County
313,Maine,"T03 R04 Wels, Township Of",T3 R4 WELS,23,230775,Aroostook County
314,Maine,"T03 R07 Wels, Township Of",T3 R7 WELS,23,230624,Penobscot County
315,Maine,"Hopkins Academy Grant, Township Of",Hopkins Academy Grant Twp,23,230836,Penobscot County
316,Maine,"Brookton, Township Of",Brookton Twp,23,230470,Washington County
317,Maine,"Misery T02 R07 Bkp Wkr, Township Of",Misery Twp,23,230738,Somerset County
318,Maine,"Long A Ta R8 & R9 Wels, Township Of",Long A Twp,23,230616,Penobscot County
319,Maine,"Tb R11 Wels, Township Of",TB R11 WELS,23,230646,Piscataquis County
320,Maine,"Tb R10 Wels, Township Of",TB R10 WELS,23,230645,Piscataquis County
321,Maine,"T05 R07 Bkp Wkr, Township Of",T5 R7 BKP WKR,23,230758,Somerset County
322,Maine,"Upper Enchanted T3 R6 Bkp Wkr, Township Of",Upper Enchanted Twp,23,230751,Somerset County
323,Maine,"Lower Enchanted T02 R05 Bkp Wkr, Twp. Of",Lower Enchanted Twp,23,230736,Somerset County
324,Maine,"Kibby T01 R06 Wbkp, Township Of",Kibby Twp,23,230857,Franklin County
325,Maine,"Merrill Strip T02 R07 Wbkp, Township Of",Merrill Strip Twp,23,230860,Franklin County
326,Maine,"Williamsburg T6 R8 Nwp, Township Of",Williamsburg Twp,23,230496,Piscataquis County
327,Maine,"T05 R01 Nbpp, Township Of",Pukakon Twp,23,230844,Penobscot County
328,Maine,"Alder Stream T02 R08 Wbkp, Township Of",Alder Stream Twp,23,230852,Franklin County
329,Maine,"Parmachenee T05 R05 Wbkp, Township Of",Parmachenee Twp,23,230698,Oxford County
330,Maine,"T8 R3 Nbpp, Township Of",T8 R3 NBPP,23,230825,Washington County
331,Maine,"Parlin Pond T3 R7 Bkp Wkr, Township Of",Parlin Pond Twp,23,230554,Somerset County
332,Maine,"Bowdoin College Grant E. T7 R10 Nwp, Twp.",Bowdoin College Grant East Twp,23,230635,Piscataquis County
333,Maine,"T02 R09 Nwp, Township Of",T2 R9 NWP,23,230623,Penobscot County
334,Maine,"Bradstreet T4 R7 Bkp Wkr, Township Of",Bradstreet Twp,23,230722,Somerset County
335,Maine,"Lambert Lake, Township Of",Lambert Lake Twp,23,230472,Washington County
336,Maine,"T01 R09 Wels, Township Of",T1 R9 WELS,23,230499,Piscataquis County
337,Maine,"T01 R11 Wels, Township Of",T1 R11 WELS,23,230649,Piscataquis County
338,Maine,"Forsyth T06 R02 Nbkp, Township Of",Forsyth Twp,23,230730,Somerset County
339,Maine,"Kineo, Township Of",Kineo Twp,23,230640,Piscataquis County
340,Maine,"Forest City, Township Of",Forest City Twp,23,230572,Washington County
341,Maine,"Long Pond T3 R1 Nbkp, Township Of",Long Pond Twp,23,230552,Somerset County
342,Maine,"Indian Purchase 4, Township Of",T4 Indian Purchase Twp,23,230615,Penobscot County
343,Maine,"Gorham Gore, Township Of",Gorham Gore,23,230856,Franklin County
344,Maine,"Shawtown Ta R12 Wels, Township Of",Shawtown Twp,23,230495,Piscataquis County
345,Maine,"Frenchtown Ta R13 Wels, Township Of",Frenchtown Twp,23,230487,Piscataquis County
346,Maine,"Ta R11 Wels, Township Of",TA R11 WELS,23,230498,Piscataquis County
347,Maine,"Ta R10 Wels, Township Of",TA R10 WELS,23,230497,Piscataquis County
348,Maine,"Ta R07 Wels, Township Of",TA R7 WELS,23,230619,Penobscot County
349,Maine,"Molunkus, Ta R5 Wels, Township Of",Molunkus Twp,23,230520,Aroostook County
350,Maine,"Sandwich Academy T02 R01 Nbkp, Township Of",Sandwich Academy Grant Twp,23,230745,Somerset County
351,Maine,"Sandbar Tract, Township Of",Sandbar Tract Twp,23,230744,Somerset County
352,Maine,"Veazie Gore, Township Of",Veazie Gore,23,230839,Penobscot County
353,Maine,"Forest, Township Of",Forest Twp,23,230571,Washington County
354,Maine,"Holeb T06 R01 Nbkp, Township Of",Holeb Twp,23,230733,Somerset County
355,Maine,"T11 R3 Nbpp, Township Of",T11 R3 NBPP,23,230826,Washington County
356,Maine,"Indian Stream T1 R6 Bkpekr, Township Of",Indian Stream Twp,23,230549,Somerset County
357,Maine,"Chase Stream T1 R6 Bkp Wkr, Township Of",Chase Stream Twp,23,230547,Somerset County
358,Maine,"Appleton T6 R7 Bkp Wkr, Township Of",Appleton Twp,23,230714,Somerset County
359,Maine,Katahdin Iron Works T6 R9; Township Of,Katahdin Iron Works Twp,23,230489,Piscataquis County
360,Maine,"Hobbstown T04 R06 Bkp Wkr, Township Of",Hobbstown Twp,23,230732,Somerset County
361,Maine,"Moosehead Junction  T3 R5 Bkpekr, Township Of",Moosehead Junction Twp,23,230491,Piscataquis County
362,Maine,"Cove Point, Township Of",Cove Point Twp,23,230636,Piscataquis County
363,Maine,"T05 R06 Bkp Wkr, Township Of",T5 R6 BKP WKR,23,230757,Somerset County
364,Maine,"Squaretown T2 R5 Bkp Ekr, Township Of",Squaretown Twp,23,230557,Somerset County
365,Maine,"T02 R08 Nwp, Township Of",T2 R8 NWP,23,230621,Penobscot County
366,Maine,Elliottsville Township,Elliottsville Twp,23,230481,Piscataquis County
367,Maine,"Moxie Gore T1 R5 Bkp Ekr, Township Of",Moxie Gore,23,230567,Somerset County
368,Maine,"Coburn Gore, Township Of",Coburn Gore,23,230585,Franklin County
369,Maine,"Big Twenty, T20 R11 & 12 Wels, Township Of",Big Twenty Twp,23,230518,Aroostook County
370,Maine,"T19 R11 Wels, Township Of",T19 R11 WELS,23,230910,Aroostook County
371,Maine,"T19 R12 Wels, Township Of",T19 R12 WELS,23,230911,Aroostook County
372,Maine,"T17 R03 Wels, Township Of",T17 R3 WELS,23,230902,Aroostook County
373,Maine,"T16 R05 Wels, Township Of",T16 R5 WELS,23,230896,Aroostook County
374,Maine,"T16 R13 Wels, Township Of",T16 R13 WELS,23,230900,Aroostook County
375,Maine,"T15 R14 Wels, Township Of",T15 R14 WELS,23,230894,Aroostook County
376,Maine,"T15 R08 Wels, Township Of",T15 R8 WELS,23,230888,Aroostook County
377,Maine,"T14 R14 Wels, Township Of",T14 R14 WELS,23,230885,Aroostook County
378,Maine,"T12 R10 Wels, Township Of",T12 R10 WELS,23,230798,Aroostook County
379,Maine,"T04 R09 Nwp, Township Of",T4 R9 NWP,23,230655,Piscataquis County
380,Maine,"Johnson Mountain T2 R6 Bkpwkr, Township Of",Johnson Mountain Twp,23,230550,Somerset County
381,Maine,Mouse Island,Piscataquis County Island/Moose Island,23,230986,Knox County
382,Maine,"Skinner T01 R07 Wbkp, Township Of",Skinner Twp,23,230864,Franklin County
383,Maine,"Kossuth, Township Of",Kossuth Twp,23,230573,Washington County
384,Maine,"T15 R05 Wels, Tonehsip Of",T15 R5 WELS,23,230887,Aroostook County
385,Maine,"T15 R15 Wels, Township Of",T15 R15 WELS,23,230895,Aroostook County
386,Maine,"T15 R06 Wels, Township Of",T15 R6 WELS,23,230532,Aroostook County
387,Maine,"T15 R13 Wels, Township Of",T15 R13 WELS,23,230893,Aroostook County
388,Maine,"T15 R11 Wels, Township Of",T15 R11 WELS,23,230891,Aroostook County
389,Maine,"T15 R12 Wels, Township Of",T15 R12 WELS,23,230892,Aroostook County
390,Maine,"T15 R10 Wels, Tonwship Of",T15 R10 WELS,23,230890,Aroostook County
391,Maine,"T15 R09 Wels, Township Of",T15 R9 WELS,23,230889,Aroostook County
392,Maine,"T14 R16 Wels, Township Of",T14 R16 WELS,23,230531,Aroostook County
393,Maine,"T14 R15 Wels, Township Of",T14 R15 WELS,23,230886,Aroostook County
394,Maine,"T14 R05 Wels, Township Of",T14 R5 WELS,23,230817,Aroostook County
395,Maine,"T14 R13 Wels, Township Of",T14 R13 WELS,23,230884,Aroostook County
396,Maine,"T14 R11 Wels, Township Of",T14 R11 WELS,23,230882,Aroostook County
397,Maine,"T14 R10 Wels, Township Of",T14 R10 WELS,23,230881,Aroostook County
398,Maine,"T14 R12 Wels, Township Of",T14 R12 WELS,23,230883,Aroostook County
399,Maine,"T14 R09 Wels, Township Of",T14 R9 WELS,23,230880,Aroostook County
400,Maine,"T14 R08 Wels, Township",T14 R8 WELS,23,230879,Aroostook County
401,Maine,"T14 R06 Wels, Township Of",T14 R6 WELS,23,230530,Aroostook County
402,Maine,"T14 R07 Wels, Township Of",T14 R7 WELS,23,230818,Aroostook County
403,Maine,"T13 R16 Wels, Township Of",T13 R16 WELS,23,230816,Aroostook County
404,Maine,"T18 R10 Wels, Township Of",T18 R10 WELS,23,230906,Aroostook County
405,Maine,"T18 R11 Wels, Township Of",T18 R11 WELS,23,230907,Aroostook County
406,Maine,"T18 R12 Wels, Township Of",T18 R12 WELS,23,230908,Aroostook County
407,Maine,"T18 R13 Wels, Township Of",T18 R13 WELS,23,230909,Aroostook County
408,Maine,"T17 R04 Wels, Township Of",T17 R4 WELS,23,230453,Aroostook County
409,Maine,"Cross Lake, Township Of",Cross Lake Twp,23,230454,Aroostook County
410,Maine,"T17 R14 Wels, Township Of",T17 R14 WELS,23,230905,Aroostook County
411,Maine,"T17 R13 Wels, Township Of",T17 R13 WELS,23,230904,Aroostook County
412,Maine,"T17 R12 Wels, Township Of",T17 R12 WELS,23,230903,Aroostook County
413,Maine,"T16 R04 Wels, Township Of",Madawaska Lake Twp,23,230533,Aroostook County
414,Maine,"T16 R06 Wels, Township Of",T16 R6 WELS,23,230897,Aroostook County
415,Maine,"T16 R14 Wels, Township Of",T16 R14 WELS,23,230901,Aroostook County
416,Maine,"T16 R08 Wels, Township Of",T16 R8 WELS,23,230898,Aroostook County
417,Maine,"T16 R12 Wels, Township Of",T16 R12 WELS,23,230534,Aroostook County
418,Maine,"T16 R09 Wels, Township Of",T16 R9 WELS,23,230899,Aroostook County
419,Maine,"T13 R15 Wels, Township Of",T13 R15 WELS,23,230815,Aroostook County
420,Maine,"T13 R14 Wels, Township Of",T13 R14 WELS,23,230814,Aroostook County
421,Maine,"T13 R13 Wels, Township Of",T13 R13 WELS,23,230813,Aroostook County
422,Maine,"T13 R12 Wels, Township Of",T13 R12 WELS,23,230812,Aroostook County
423,Maine,"T13 R11 Wels, Township Of",T13 R11 WELS,23,230811,Aroostook County
424,Maine,"T13 R10 Wels, Township Of",T13 R10 WELS,23,230810,Aroostook County
425,Maine,"T13 R09 Wels, Township Of",T13 R9 WELS,23,230809,Aroostook County
426,Maine,"T12 R14 Wels, Township Of",T12 R14 WELS,23,230802,Aroostook County
427,Maine,"T12 R13 Wels, Township Of",T12 R13 WELS,23,230801,Aroostook County
428,Maine,"T12 R12 Wels, Township Of",T12 R12 WELS,23,230800,Aroostook County
429,Maine,"T12 R11 Wels, Township Of",T12 R11 WELS,23,230799,Aroostook County
430,Maine,"T12 R09 Wels, Township Of",T12 R9 WELS,23,230797,Aroostook County
431,Maine,"T12 R08 Wels, Township Of",T12 R8 WELS,23,230796,Aroostook County
432,Maine,"T12 R07 Wels, Township Of",T12 R7 WELS,23,230529,Aroostook County
433,Maine,"T11 R16 Wels, Township Of",T11 R16 WELS,23,230795,Aroostook County
434,Maine,"T11 R08 Wels, Township Of",T11 R8 WELS,23,230788,Aroostook County
435,Maine,"Chain Of Ponds, Township Of",Chain of Ponds Twp,23,230584,Franklin County
436,Maine,"T03 R05 Bkp Wkr, Township Of",T3 R5 BKP WKR,23,230754,Somerset County
437,Maine,Barnard Plantation,Barnard Twp,23,230480,Piscataquis County
438,Maine,"Massachusetts Gore To3 Ro6 Wbkp, Township Of",Massachusetts Gore,23,230859,Franklin County
439,Maine,"King & Bartlett T04 R05 Bkp Wkr, Twp. Of",King & Bartlett Twp,23,230734,Somerset County
440,Maine,"Fowler, Township Of",Fowler Twp,23,230821,Washington County
441,Maine,"East Moxie T02 R04 Bkpekr, Township Of",East Moxie Twp,23,230548,Somerset County
442,Maine,"T6 R1 Nbpp, Township Of",T6 R1 NBPP,23,230824,Washington County
443,Maine,"Mattamiscontis T1 R7 Nwp, Township Of",Mattamiscontis Twp,23,230617,Penobscot County
444,Maine,"Bowmantown T04 R06 Wbkp, Township Of",Bowmantown Twp,23,230691,Oxford County
445,Maine,"Bowtown T1 R4 Bkp Wkr, Township Of",Bowtown Twp,23,230721,Somerset County
446,Maine,"T13 R08 Wels, Township Of",T13 R8 WELS,23,230808,Aroostook County
447,Maine,"T13 R05 Wels, Township Of",T13 R5 WELS,23,230806,Aroostook County
448,Maine,"T13 R07 Wels, Township Of",T13 R7 WELS,23,230807,Aroostook County
449,Maine,"T12 R17 Wels, Township Of",T12 R17 WELS,23,230805,Aroostook County
450,Maine,"T12 R16 Wels, Township Of",T12 R16 WELS,23,230804,Aroostook County
451,Maine,"T12 R15 Wels, Township Of",T12 R15 WELS,23,230803,Aroostook County
452,Maine,"T39 Md, Township Of",T39 MD BPP,23,230709,Hancock County
453,Maine,"T37 Md Bpp, Township Of",T37 MD BPP,23,230833,Washington County
454,Maine,"T26 Ed Bpp, Township Of",T26 ED BPP,23,230579,Washington County
455,Maine,"T35 Md, Township Of",T35 MD BPP,23,230708,Hancock County
456,Maine,"T34 Md, Township Of",T34 MD BPP,23,230707,Hancock County
457,Maine,"Adamstown T04 R02 Wbkp, Township Of",Adamstown Twp,23,230688,Oxford County
458,Maine,Mt. Abraham To4 Ro1 Bkp Wkr,Mount Abram Twp,23,230861,Franklin County
459,Maine,"T04 Nd, Township Of",Oqiton Twp,23,230703,Hancock County
460,Maine,"Carrying Place T02 R03 Bkp Wkr, Twp. Of",Carrying Place Twp,23,230724,Somerset County
461,Maine,"Carrying Place T01 R03 Bkp Wkr, Township Of",Carrying Place Town Twp,23,230753,Somerset County
462,Maine,"T03 Nd,Township Of",T3 ND BPP,23,230597,Hancock County
463,Maine,"Orneville, Township Of",Orneville Twp,23,230465,Piscataquis County
464,Maine,"Dead River T03 R03 Bkp Wkr, Township Of",Dead River Twp,23,230726,Somerset County
465,Maine,"Bigelow T4 R3 Bkp Wkr, Township Of",Bigelow Twp,23,230718,Somerset County
466,Maine,"Big Lake, Township Of",Big Lake Twp,23,230570,Washington County
467,Maine,"Stetsontown, T3 R4 Wbkp",Stetsontown Twp,23,230591,Franklin County
468,Maine,"T03 R01 Nbpp, Township Of",T3 R1 NBPP,23,230841,Penobscot County
469,Maine,"Pierce Pond T02 R04 Bkp Wkr, Township Of",Pierce Pond Twp,23,230739,Somerset County
470,Maine,"Jim Pond, Township Of T1 R5 Wbkp",Jim Pond Twp,23,230587,Franklin County
471,Maine,"T03 R04 Bkp Wkr, Township Of",T3 R4 BKP WKR,23,230559,Somerset County
472,Maine,"Seven Ponds T03 R05 Wbkp, Township Of",Seven Ponds Twp,23,230863,Franklin County
473,Maine,"Flagstaff T04 R04 Bkp Wkr, Township Of",Flagstaff Twp,23,230729,Somerset County
474,Maine,"Bald Mountain T2 R3 Bkp Ekr, Township Of",Bald Mountain Twp T2 R3,23,230716,Somerset County
475,Maine,"T6 Nd Bpp, Township Of",T6 ND BPP,23,230823,Washington County
476,Maine,"Sakom, Township Of",Sakom Twp,23,230822,Washington County
477,Maine,"Tim Pond T02 R04 Wbkp, Township Of",Tim Pond Twp,23,230866,Franklin County
478,Maine,"T43 Md Bpp, Township Of",T43 MD BPP,23,230835,Washington County
479,Maine,"T40 Md, Township Of",T40 MD BPP,23,230710,Hancock County
480,Maine,"Mayfield Township T02 R02 Bkp Ekr, Twp. Of",Mayfield Twp,23,230737,Somerset County
481,Maine,Grand Falls Plantation,Grand Falls Twp,23,230608,Penobscot County
482,Maine,"Greenlaw Chopping, Township Of",Greenlaw Chopping Twp,23,230578,Washington County
483,Maine,"Summit To1 Nd, Township Of",Summit Twp,23,230838,Penobscot County
484,Maine,"Davis T03 R03 Wbkp, Township Of",Davis Twp,23,230855,Franklin County
485,Maine,"Lower Cupsuptic T04 R03 Wbkp, Township Of",Lower Cupsuptic Twp,23,230693,Oxford County
486,Maine,"Parkertown, T05 R03 Wbkp, Township Of",Parkertown Twp,23,230697,Oxford County
487,Maine,"Greenfield, Town Of",Greenfield Twp,23,230388,Penobscot County
488,Maine,"Redington T01 R02 Wbkp, Township Of",Redington Twp,23,230862,Franklin County
489,Maine,"Concord, Township Of",Concord Twp,23,230466,Somerset County
490,Maine,"T36 Md Bpp, Township Of",T36 MD BPP,23,230832,Washington County
491,Maine,"Lexington, T2 R1 Bkp Wkr, Township Of",Lexington Twp,23,230551,Somerset County
492,Maine,"T19 Ed Bpp, Township Of",T19 ED BPP,23,230828,Washington County
493,Maine,"T32 Md, Township Of",T32 MD BPP,23,230706,Hancock County
494,Maine,"Day Block, Township Of",Day Block Twp,23,230580,Washington County
495,Maine,"Berry, Township Of",Berry Twp,23,230576,Washington County
496,Maine,"T42 Md Bpp, Township Of",T42 MD BPP,23,230834,Washington County
497,Maine,"T41 Md, Township Of",T41 MD BPP,23,230711,Hancock County
498,Maine,Lang T2 R3 Wbkp Township Of,Lang Twp,23,230588,Franklin County
499,Maine,Indian Island,Indian Island,23,230919,Lincoln County
500,Maine,"Cathance, Township Of",Cathance Twp,23,230569,Washington County
501,Maine,"Madrid, Town Of",Madrid Twp,23,230350,Franklin County
502,Maine,"Devereaux, Township Of",Devereaux Twp,23,230819,Washington County
503,Maine,"Salem, Township Of",Salem Twp,23,230590,Franklin County
504,Maine,"Freeman, Township Of",Freeman Twp,23,230457,Franklin County
505,Maine,"T28 Md, Township Of",T28 MD BPP,23,230601,Hancock County
506,Maine,"Richardsontown T04 R01 Wbkp, Township Of",Richardsontown Twp,23,230699,Oxford County
507,Maine,"T25 Md Bpp, Township Of",T25 MD BPP,23,230830,Washington County
508,Maine,"Marion, Township Of",Marion Twp,23,230574,Washington County
509,Maine,"C Surplus, Township Of",C Surplus,23,230692,Oxford County
510,Maine,"Andover North Surplus, Township Of",Andover North Surplus Twp,23,230689,Oxford County
511,Maine,"D, Township Of",Township D,23,230854,Franklin County
512,Maine,"Township 6, Township Of",Township 6 North of Weld,23,230867,Franklin County
513,Maine,"Township C, Township Of",Township C,23,230701,Oxford County
514,Maine,"T18 Md Bpp, Township Of",T18 MD BPP,23,230827,Washington County
515,Maine,"T19 Md Bpp, Township Of",T19 MD BPP,23,230829,Washington County
516,Maine,"Perkins, Township Of",Perkins Twp,23,230589,Franklin County
517,Maine,"Washington, Township Of",Washington Twp,23,230592,Franklin County
518,Maine,"Riley Ta1, Township Of",Riley Twp,23,230700,Oxford County
519,Maine,"T07 Sd, Township Of",T7 SD BPP,23,230598,Hancock County
520,Maine,"Mason, Township Of",Mason Twp,23,230695,Oxford County
521,Maine,"Batchelders Grant, Township Of",Batchelders Grant Twp,23,230459,Oxford County
522,Maine,"Rockwood Strip T2 R1 Nbkp, Township Of",Rockwood Strip T2 R1 NBKP,23,230634,Somerset County
