,CHSI_County_Name,Strata_ID_Number,CHSI_State_Name,Population_Density,Min_Population_Density,Max_Population_Density,Population_gap
2242,Adams,17,Pennsylvania,192,49,486,437
728,Howard,17,Indiana,290,49,486,437
1851,Livingston,17,New York,102,49,486,437
2207,Benton,17,Oregon,116,49,486,437
838,Johnson,11,Iowa,191,176,492,316
974,Shawnee,11,Kansas,313,176,492,316
1996,Cass,11,North Dakota,74,176,492,316
2083,Lake,11,Ohio,1019,176,492,316
2251,Butler,11,Pennsylvania,231,176,492,316
58,Shelby,11,Alabama,216,176,492,316
2345,Lexington,11,South Carolina,336,176,492,316
2123,Warren,11,Ohio,492,176,492,316
2313,Washington,11,Rhode Island,386,176,492,316
843,Linn,11,Iowa,277,176,492,316
2408,Minnehaha,11,South Dakota,198,176,492,316
2107,Portage,11,Ohio,316,176,492,316
312,Tolland,11,Connecticut,360,176,492,316
309,Middlesex,11,Connecticut,442,176,492,316
2127,Wood,11,Ohio,201,176,492,316
1706,Lancaster,11,Nebraska,316,176,492,316
3116,Winnebago,11,Wisconsin,364,176,492,316
1955,Orange,11,North Carolina,296,176,492,316
1504,Clay,11,Missouri,510,176,492,316
204,Marin,11,California,475,176,492,316
1963,Randolph,11,North Carolina,176,176,492,316
2262,Cumberland,11,Pennsylvania,405,176,492,316
773,Tippecanoe,11,Indiana,308,176,492,316
1916,Davidson,11,North Carolina,280,176,492,316
2069,Greene,11,Ohio,366,176,492,316
2263,Dauphin,11,Pennsylvania,484,176,492,316
1936,Iredell,11,North Carolina,245,176,492,316
2913,Alexandria City,11,Virginia,8915,176,492,316
3077,La Crosse,11,Wisconsin,241,176,492,316
2286,Monroe,11,Pennsylvania,268,176,492,316
1768,Merrimack,11,New Hampshire,157,176,492,316
1781,Hunterdon,11,New Jersey,303,176,492,316
2807,Chittenden,11,Vermont,278,176,492,316
1770,Strafford,11,New Hampshire,323,176,492,316
2085,Licking,11,Ohio,226,176,492,316
649,McLean,11,Illinois,134,176,492,316
1905,Catawba,11,North Carolina,379,176,492,316
2824,Arlington,11,Virginia,7575,176,492,316
277,Larimer,11,Colorado,105,176,492,316
1222,Hampshire,11,Massachusetts,290,176,492,316
740,La Porte,11,Indiana,185,176,492,316
676,Sangamon,11,Illinois,222,176,492,316
1190,York,11,Maine,204,176,492,316
1900,Cabarrus,11,North Carolina,412,176,492,316
726,Hendricks,46,Indiana,312,195,529,334
420,Columbia,46,Georgia,358,195,529,334
1884,Wayne,46,New York,155,195,529,334
1197,Cecil,46,Maryland,281,195,529,334
506,Rockdale,46,Georgia,601,195,529,334
494,Paulding,46,Georgia,359,195,529,334
1563,Platte,46,Missouri,195,195,529,334
1208,St. Mary's,46,Maryland,267,195,529,334
1415,DeSoto,46,Mississippi,287,195,529,334
1194,Calvert,46,Maryland,409,195,529,334
1321,Carver,46,Minnesota,238,195,529,334
459,Henry,46,Georgia,520,195,529,334
1005,Bullitt,46,Kentucky,229,195,529,334
1865,Putnam,46,New York,435,195,529,334
998,Boone,46,Kentucky,432,195,529,334
1381,Scott,46,Minnesota,336,195,529,334
2903,Stafford,46,Virginia,436,195,529,334
2902,Spotsylvania,46,Virginia,291,195,529,334
2966,Island,46,Washington,380,195,529,334
2061,Delaware,46,Ohio,340,195,529,334
440,Fayette,46,Georgia,529,195,529,334
432,Douglas,46,Georgia,566,195,529,334
724,Hancock,46,Indiana,206,195,529,334
749,Morgan,46,Indiana,172,195,529,334
2068,Geauga,46,Ohio,236,195,529,334
1792,Warren,46,New Jersey,308,195,529,334
1162,St. Tammany,15,Louisiana,258,138,551,413
314,Kent,15,Delaware,244,138,551,413
2646,Johnson,15,Texas,201,138,551,413
2315,Aiken,15,South Carolina,140,138,551,413
664,Peoria,15,Illinois,294,138,551,413
415,Clayton,15,Georgia,1879,138,551,413
1863,Oswego,15,New York,129,138,551,413
2042,Allen,15,Ohio,263,138,551,413
374,Santa Rosa,15,Florida,141,138,551,413
1923,Gaston,15,North Carolina,551,138,551,413
2488,Montgomery,15,Tennessee,273,138,551,413
868,Scott,15,Iowa,352,138,551,413
363,Okaloosa,15,Florida,195,138,551,413
1049,Kenton,15,Kentucky,949,138,551,413
2142,Cleveland,15,Oklahoma,419,138,551,413
460,Houston,15,Georgia,335,138,551,413
366,Osceola,15,Florida,175,138,551,413
2540,Brazoria,15,Texas,201,138,551,413
2590,Ellis,15,Texas,142,138,551,413
883,Woodbury,15,Iowa,118,138,551,413
2321,Berkeley,15,South Carolina,138,138,551,413
638,Kankakee,15,Illinois,160,138,551,413
650,Macon,15,Illinois,190,138,551,413
2541,Brazos,7,Texas,267,37,604,567
199,Kings,7,California,103,37,604,567
95,Cochise,7,Arizona,20,37,604,567
1800,Dona Ana,7,New Mexico,50,37,604,567
1423,Hinds,7,Mississippi,287,37,604,567
2943,Richmond City,7,Virginia,3226,37,604,567
409,Chatham,7,Georgia,544,37,604,567
505,Richmond,7,Georgia,604,37,604,567
2334,Florence,7,South Carolina,164,37,604,567
2990,Yakima,7,Washington,54,37,604,567
108,Yuma,7,Arizona,33,37,604,567
2708,Potter,7,Texas,132,37,604,567
2356,Sumter,7,South Carolina,159,37,604,567
1165,Terrebonne,7,Louisiana,86,37,604,567
207,Merced,7,California,125,37,604,567
196,Imperial,7,California,37,37,604,567
1965,Robeson,7,North Carolina,134,37,604,567
395,Bibb,7,Georgia,620,37,604,567
2267,Fayette,7,Pennsylvania,185,37,604,567
2643,Jefferson,7,Texas,274,37,604,567
2672,Lubbock,7,Texas,280,37,604,567
490,Muscogee,7,Georgia,857,37,604,567
1150,Rapides,7,Louisiana,97,37,604,567
2675,McLennan,7,Texas,216,37,604,567
105,Pinal,7,Arizona,43,37,604,567
2760,Webb,7,Texas,67,37,604,567
203,Madera,7,California,67,37,604,567
1147,Ouachita,7,Louisiana,243,37,604,567
1119,Caddo,7,Louisiana,285,37,604,567
2588,Ector,7,Texas,139,37,604,567
1817,San Juan,7,New Mexico,23,37,604,567
1961,Pitt,7,North Carolina,219,37,604,567
50,Montgomery,7,Alabama,281,37,604,567
735,Johnson,12,Indiana,401,137,605,468
1203,Howard,12,Maryland,1069,137,605,468
2870,Loudoun,12,Virginia,492,137,605,468
1196,Carroll,12,Maryland,375,137,605,468
1393,Washington,12,Minnesota,563,137,605,468
1728,Sarpy,12,Nebraska,579,137,605,468
1871,Saratoga,12,New York,265,137,605,468
260,Douglas,12,Colorado,297,137,605,468
758,Porter,12,Indiana,377,137,605,468
3082,Marathon,12,Wisconsin,83,137,605,468
1202,Harford,12,Maryland,543,137,605,468
313,Windham,12,Connecticut,226,137,605,468
1366,Olmsted,12,Minnesota,207,137,605,468
1198,Charles,12,Maryland,301,137,605,468
412,Cherokee,12,Georgia,435,137,605,468
327,Clay,12,Florida,285,137,605,468
3099,Rock,12,Wisconsin,219,137,605,468
2053,Clermont,12,Ohio,422,137,605,468
1200,Frederick,12,Maryland,333,137,605,468
3075,Kenosha,12,Wisconsin,588,137,605,468
2985,Thurston,12,Washington,315,137,605,468
1286,Monroe,12,Michigan,279,137,605,468
2969,Kitsap,12,Washington,608,137,605,468
3105,Sheboygan,12,Wisconsin,223,137,605,468
214,Placer,12,California,226,137,605,468
2063,Fairfield,12,Ohio,274,137,605,468
2918,Chesapeake City,12,Virginia,643,137,605,468
2125,Wayne,12,Ohio,205,137,605,468
1530,Jefferson,12,Missouri,325,137,605,468
723,Hamilton,12,Indiana,605,137,605,468
1384,Stearns,12,Minnesota,106,137,605,468
714,Elkhart,12,Indiana,421,137,605,468
648,McHenry,12,Illinois,504,137,605,468
682,Tazewell,12,Illinois,200,137,605,468
1298,Ottawa,12,Michigan,452,137,605,468
3112,Washington,12,Wisconsin,293,137,605,468
1977,Union,12,North Carolina,256,137,605,468
2766,Williamson,12,Texas,297,137,605,468
2092,Medina,12,Ohio,396,137,605,468
192,El Dorado,12,California,103,137,605,468
1251,Eaton,12,Michigan,186,137,605,468
3050,Brown,12,Wisconsin,452,137,605,468
2954,Benton,12,Washington,93,137,605,468
2500,Rutherford,12,Tennessee,353,137,605,468
1275,Livingston,12,Michigan,319,137,605,468
3090,Outagamie,12,Wisconsin,267,137,605,468
2803,Weber,12,Utah,366,137,605,468
2508,Sumner,12,Tennessee,274,137,605,468
1231,Allegan,12,Michigan,137,137,605,468
1302,St. Clair,12,Michigan,237,137,605,468
548,Maui,12,Hawaii,121,137,605,468
1779,Gloucester,12,New Jersey,853,137,605,468
3097,Racine,12,Wisconsin,588,137,605,468
2780,Davis,12,Utah,881,137,605,468
1459,Rankin,12,Mississippi,170,137,605,468
1790,Sussex,12,New Jersey,294,137,605,468
2519,Williamson,12,Tennessee,264,137,605,468
102,Mohave,6,Arizona,14,43,697,654
2732,Smith,6,Texas,205,43,697,654
326,Citrus,6,Florida,230,43,697,654
195,Humboldt,6,California,36,43,697,654
27,Etowah,6,Alabama,193,43,697,654
2612,Gregg,6,Texas,422,43,697,654
2685,Midland,6,Texas,135,43,697,654
1954,Onslow,6,North Carolina,199,43,697,654
2936,Newport News City,6,Virginia,2634,43,697,654
353,Leon,6,Florida,369,43,697,654
1184,Penobscot,6,Maine,43,43,697,654
2144,Comanche,6,Oklahoma,105,43,697,654
2611,Grayson,6,Texas,125,43,697,654
343,Hernando,6,Florida,331,43,697,654
2746,Tom Green,6,Texas,68,43,697,654
2604,Galveston,6,Texas,697,43,697,654
2339,Horry,6,South Carolina,200,43,697,654
990,Wyandotte,6,Kansas,1029,43,697,654
62,Tuscaloosa,6,Alabama,128,43,697,654
2534,Bell,6,Texas,242,43,697,654
2220,Jackson,6,Oregon,70,43,697,654
2763,Wichita,6,Texas,201,43,697,654
358,Marion,6,Florida,192,43,697,654
2248,Blair,6,Pennsylvania,241,43,697,654
2741,Taylor,6,Texas,137,43,697,654
1138,Lafayette,6,Louisiana,732,43,697,654
1239,Berrien,6,Michigan,285,43,697,654
1832,Chautauqua,6,New York,128,43,697,654
562,Canyon,6,Idaho,279,43,697,654
1870,St. Lawrence,6,New York,41,43,697,654
174,Sebastian,6,Arkansas,221,43,697,654
1422,Harrison,6,Mississippi,334,43,697,654
2044,Ashtabula,6,Ohio,147,43,697,654
293,Pueblo,6,Colorado,63,43,697,654
373,St. Lucie,6,Florida,422,43,697,654
1777,Cumberland,6,New Jersey,313,43,697,654
2215,Douglas,6,Oregon,21,43,697,654
3010,Kanawha,6,West Virginia,214,43,697,654
318,Alachua,6,Florida,256,43,697,654
2941,Portsmouth City,6,Virginia,3021,43,697,654
1289,Muskegon,6,Michigan,345,43,697,654
2937,Norfolk City,6,Virginia,4317,43,697,654
1848,Jefferson,6,New York,91,43,697,654
240,Yolo,6,California,183,43,697,654
544,Hawaii,6,Hawaii,42,43,697,654
228,Shasta,6,California,48,43,697,654
320,Bay,6,Florida,212,43,697,654
1120,Calcasieu,6,Louisiana,173,43,697,654
187,Butte,6,California,131,43,697,654
1301,Saginaw,6,Michigan,258,43,697,654
7,Calhoun,6,Alabama,184,43,697,654
1983,Wayne,6,North Carolina,207,43,697,654
1428,Jackson,6,Mississippi,187,43,697,654
1180,Kennebec,14,Maine,139,80,698,618
2317,Anderson,14,South Carolina,244,80,698,618
1266,Jackson,14,Michigan,232,80,698,618
2227,Linn,14,Oregon,48,80,698,618
1952,New Hanover,14,North Carolina,903,80,698,618
1175,Androscoggin,14,Maine,230,80,698,618
793,Black Hawk,14,Iowa,222,80,698,618
1024,Fayette,14,Kentucky,942,80,698,618
1819,Santa Fe,14,New Mexico,74,80,698,618
2214,Deschutes,14,Oregon,47,80,698,618
602,Champaign,14,Illinois,185,80,698,618
2928,Hampton City,14,Virginia,2811,80,698,618
1919,Durham,14,North Carolina,836,80,698,618
742,Madison,14,Indiana,288,80,698,618
2320,Beaufort,14,South Carolina,235,80,698,618
1237,Bay,14,Michigan,245,80,698,618
180,Washington,14,Arkansas,190,80,698,618
2355,Spartanburg,14,South Carolina,329,80,698,618
2988,Whatcom,14,Washington,87,80,698,618
747,Monroe,14,Indiana,308,80,698,618
2507,Sullivan,14,Tennessee,370,80,698,618
1938,Johnston,14,North Carolina,185,80,698,618
1490,Boone,14,Missouri,209,80,698,618
1241,Calhoun,14,Michigan,196,80,698,618
712,Delaware,14,Indiana,296,80,698,618
453,Hall,14,Georgia,421,80,698,618
2255,Centre,14,Pennsylvania,127,80,698,618
51,Morgan,14,Alabama,195,80,698,618
1519,Greene,14,Missouri,372,80,698,618
2359,York,14,South Carolina,279,80,698,618
1881,Ulster,14,New York,162,80,698,618
227,Santa Cruz,14,California,561,80,698,618
1867,Rensselaer,14,New York,237,80,698,618
2352,Pickens,14,South Carolina,229,80,698,618
1267,Kalamazoo,14,Michigan,428,80,698,618
1651,Yellowstone,14,Montana,52,80,698,618
2110,Richland,14,Ohio,258,80,698,618
2430,Blount,14,Tennessee,207,80,698,618
2052,Clark,14,Ohio,356,80,698,618
2515,Washington,14,Tennessee,345,80,698,618
1211,Washington,13,Maryland,310,99,723,624
308,Litchfield,13,Connecticut,207,99,723,624
2269,Franklin,13,Pennsylvania,178,99,723,624
1216,Berkshire,13,Massachusetts,142,99,723,624
359,Martin,13,Florida,251,99,723,624
325,Charlotte,13,Florida,227,99,723,624
2295,Schuylkill,13,Pennsylvania,189,99,723,624
2279,Lebanon,13,Pennsylvania,347,99,723,624
2310,Kent,13,Rhode Island,1008,99,723,624
1872,Schenectady,13,New York,723,99,723,624
642,La Salle,13,Illinois,99,99,723,624
112,Benton,13,Arkansas,221,99,723,624
304,Weld,13,Colorado,57,99,723,624
1215,Barnstable,13,Massachusetts,573,99,723,624
211,Napa,13,California,176,99,723,624
1888,Alamance,13,North Carolina,327,99,723,624
1787,Passaic,4,New Jersey,2693,250,993,743
2799,Utah,4,Utah,222,250,993,743
322,Brevard,4,Florida,522,250,993,743
2281,Luzerne,4,Pennsylvania,351,250,993,743
2472,Knox,4,Tennessee,796,250,993,743
652,Madison,4,Illinois,365,250,993,743
1921,Forsyth,4,North Carolina,796,250,993,743
2336,Greenville,4,South Carolina,516,250,993,743
2690,Montgomery,4,Texas,362,250,993,743
2266,Erie,4,Pennsylvania,350,250,993,743
1261,Ingham,4,Michigan,498,250,993,743
2229,Marion,4,Oregon,258,250,993,743
44,Madison,4,Alabama,370,250,993,743
972,Sedgwick,4,Kansas,466,250,993,743
739,Lake,4,Indiana,993,250,993,743
1373,Ramsey,4,Minnesota,3177,250,993,743
2306,Westmoreland,4,Pennsylvania,359,250,993,743
242,Adams,4,Colorado,335,250,993,743
352,Lee,4,Florida,678,250,993,743
2983,Spokane,4,Washington,250,250,993,743
2116,Stark,4,Ohio,661,250,993,743
2458,Hamilton,4,Tennessee,573,250,993,743
225,Santa Barbara,4,California,146,250,993,743
1859,Onondaga,4,New York,587,250,993,743
1928,Guilford,4,North Carolina,683,250,993,743
1785,Morris,9,New Jersey,1046,197,1227,1030
311,New London,9,Connecticut,400,197,1227,1030
1192,Anne Arundel,9,Maryland,1228,197,1227,1030
248,Boulder,9,Colorado,378,197,1227,1030
1767,Hillsborough,9,New Hampshire,458,197,1227,1030
3058,Dane,9,Wisconsin,381,197,1227,1030
863,Polk,9,Iowa,704,197,1227,1030
1839,Dutchess,9,New York,368,197,1227,1030
2256,Chester,9,Pennsylvania,627,197,1227,1030
2308,York,9,Pennsylvania,452,197,1227,1030
1309,Washtenaw,9,Michigan,482,197,1227,1030
2860,Henrico,9,Virginia,1179,197,1227,1030
2049,Butler,9,Ohio,750,197,1227,1030
69,Anchorage,9,Alaska,162,197,1227,1030
765,St. Joseph,9,Indiana,582,197,1227,1030
1759,Washoe,9,Nevada,61,197,1227,1030
2890,Prince William,9,Virginia,1032,197,1227,1030
232,Sonoma,9,California,296,197,1227,1030
315,New Castle,9,Delaware,1227,197,1227,1030
1769,Rockingham,9,New Hampshire,425,197,1227,1030
1789,Somerset,9,New Jersey,1050,197,1227,1030
2208,Clackamas,9,Oregon,197,197,1227,1030
1177,Cumberland,9,Maine,329,197,1227,1030
1782,Mercer,9,New Jersey,1621,197,1227,1030
66,Winston,41,Alabama,40,20,1362,1342
339,Gulf,41,Florida,25,20,1362,1342
1042,Henry,41,Kentucky,55,20,1362,1342
2481,Macon,41,Tennessee,70,20,1362,1342
2893,Richmond,41,Virginia,48,20,1362,1342
2857,Greensville,41,Virginia,38,20,1362,1342
1927,Greene,41,North Carolina,75,20,1362,1342
3004,Hampshire,41,West Virginia,34,20,1362,1342
2486,Meigs,41,Tennessee,60,20,1362,1342
355,Liberty,41,Florida,9,20,1362,1342
2502,Sequatchie,41,Tennessee,48,20,1362,1342
1481,Adair,41,Missouri,43,20,1362,1342
2466,Hickman,41,Tennessee,39,20,1362,1342
2915,Bristol City,41,Virginia,1344,20,1362,1342
2914,Bedford City,41,Virginia,901,20,1362,1342
1099,Taylor,41,Kentucky,88,20,1362,1342
121,Cleveland,41,Arkansas,15,20,1362,1342
1102,Trimble,41,Kentucky,61,20,1362,1342
2495,Polk,41,Tennessee,37,20,1362,1342
396,Bleckley,41,Georgia,56,20,1362,1342
501,Putnam,41,Georgia,58,20,1362,1342
445,Gilmer,41,Georgia,64,20,1362,1342
18,Coosa,41,Alabama,17,20,1362,1342
2942,Radford City,41,Virginia,1484,20,1362,1342
2935,Martinsville City,41,Virginia,1362,20,1362,1342
2927,Galax City,41,Virginia,811,20,1362,1342
2820,Alleghany,41,Virginia,38,20,1362,1342
2925,Franklin City,41,Virginia,1029,20,1362,1342
2513,Van Buren,41,Tennessee,20,20,1362,1342
2922,Emporia City,41,Virginia,811,20,1362,1342
2512,Union,41,Tennessee,85,20,1362,1342
2926,Fredericksburg City,41,Virginia,1971,20,1362,1342
469,Lamar,41,Georgia,89,20,1362,1342
481,Madison,41,Georgia,96,20,1362,1342
14,Cleburne,41,Alabama,26,20,1362,1342
2808,Essex,41,Vermont,10,20,1362,1342
2938,Norton City,41,Virginia,488,20,1362,1342
1904,Caswell,41,North Carolina,56,20,1362,1342
999,Bourbon,41,Kentucky,68,20,1362,1342
2950,Williamsburg City,41,Virginia,1376,20,1362,1342
425,Dade,41,Georgia,92,20,1362,1342
2931,Lexington City,41,Virginia,2721,20,1362,1342
2454,Grainger,41,Tennessee,79,20,1362,1342
493,Oglethorpe,41,Georgia,31,20,1362,1342
402,Butts,41,Georgia,113,20,1362,1342
455,Haralson,41,Georgia,100,20,1362,1342
1457,Prentiss,41,Mississippi,62,20,1362,1342
1868,Richmond,10,New York,7944,461,1681,1220
2280,Lehigh,10,Pennsylvania,953,461,1681,1220
2239,Washington,10,Oregon,691,461,1681,1220
1330,Dakota,10,Minnesota,673,461,1681,1220
1786,Ocean,10,New Jersey,878,461,1681,1220
1869,Rockland,10,New York,1681,461,1681,1220
2289,Northampton,10,Pennsylvania,770,461,1681,1220
691,Will,10,Illinois,768,461,1681,1220
693,Winnebago,10,Illinois,562,461,1681,1220
376,Seminole,10,Florida,1303,461,1681,1220
931,Johnson,10,Kansas,1062,461,1681,1220
1572,St. Charles,10,Missouri,589,461,1681,1220
1861,Orange,10,New York,457,461,1681,1220
231,Solano,10,California,496,461,1681,1220
1791,Union,10,New Jersey,5145,461,1681,1220
2277,Lancaster,10,Pennsylvania,517,461,1681,1220
696,Allen,10,Indiana,523,461,1681,1220
2599,Fort Bend,10,Texas,530,461,1681,1220
1826,Albany,10,New York,568,461,1681,1220
1679,Douglas,10,Nebraska,1471,461,1681,1220
263,El Paso,10,Colorado,266,461,1681,1220
2957,Clark,10,Washington,643,461,1681,1220
549,Ada,10,Idaho,327,461,1681,1220
244,Arapahoe,10,Colorado,659,461,1681,1220
2087,Lorain,10,Ohio,602,461,1681,1220
3113,Waukesha,10,Wisconsin,682,461,1681,1220
1226,Plymouth,10,Massachusetts,745,461,1681,1220
2838,Chesterfield,10,Virginia,679,461,1681,1220
375,Sarasota,10,Florida,641,461,1681,1220
2948,Virginia Beach City,10,Virginia,1766,461,1681,1220
637,Kane,10,Illinois,926,461,1681,1220
2563,Collin,10,Texas,778,461,1681,1220
2581,Denton,10,Texas,624,461,1681,1220
1313,Anoka,10,Minnesota,765,461,1681,1220
2247,Berks,10,Pennsylvania,461,461,1681,1220
1774,Burlington,10,New Jersey,560,461,1681,1220
993,Anderson,37,Kentucky,101,10,2019,2009
2489,Moore,37,Tennessee,47,10,2019,2009
266,Gilpin,37,Colorado,33,10,2019,2009
2919,Colonial Heights City,37,Virginia,2349,10,2019,2009
2895,Rockbridge,37,Virginia,35,10,2019,2009
2892,Rappahannock,37,Virginia,27,10,2019,2009
2924,Falls Church City,37,Virginia,5418,10,2019,2009
2887,Powhatan,37,Virginia,102,10,2019,2009
2940,Poquoson City,37,Virginia,761,10,2019,2009
1758,Storey,37,Nevada,15,10,2019,2009
2945,Salem City,37,Virginia,1690,10,2019,2009
2879,New Kent,37,Virginia,77,10,2019,2009
2923,Fairfax City,37,Virginia,3481,10,2019,2009
2849,Fluvanna,37,Virginia,86,10,2019,2009
2854,Goochland,37,Virginia,68,10,2019,2009
291,Pitkin,37,Colorado,15,10,2019,2009
78,Ketchikan Gateway,37,Alaska,11,10,2019,2009
301,Summit,37,Colorado,41,10,2019,2009
2844,Dinwiddie,37,Virginia,50,10,2019,2009
1110,Woodford,37,Kentucky,127,10,2019,2009
1224,Nantucket,37,Massachusetts,213,10,2019,2009
546,Kalawao,37,Hawaii,8,10,2019,2009
1741,Wayne,37,Nebraska,21,10,2019,2009
296,Routt,37,Colorado,9,10,2019,2009
555,Blaine,37,Idaho,8,10,2019,2009
252,Clear Creek,37,Colorado,23,10,2019,2009
752,Ohio,37,Indiana,68,10,2019,2009
701,Brown,37,Indiana,49,10,2019,2009
2810,Grand Isle,37,Vermont,93,10,2019,2009
1808,Los Alamos,37,New Mexico,172,10,2019,2009
2090,Mahoning,5,Ohio,612,124,2519,2395
1136,Jefferson,5,Louisiana,1477,124,2519,2395
333,Escambia,5,Florida,448,124,2519,2395
381,Volusia,5,Florida,444,124,2519,2395
1595,St. Louis City,5,Missouri,5561,124,2519,2395
2551,Cameron,5,Texas,418,124,2519,2395
1221,Hampden,5,Massachusetts,746,124,2519,2395
2353,Richland,5,South Carolina,450,124,2519,2395
210,Monterey,5,California,124,124,2519,2395
1253,Genesee,5,Michigan,694,124,2519,2395
1127,East Baton Rouge,5,Louisiana,903,124,2519,2395
168,Pulaski,5,Arkansas,475,124,2519,2395
368,Pasco,5,Florida,576,124,2519,2395
258,Denver,5,Colorado,3638,124,2519,2395
237,Tulare,5,California,85,124,2519,2395
2323,Charleston,5,South Carolina,360,124,2519,2395
2088,Lucas,5,Ohio,1317,124,2519,2395
370,Polk,5,Florida,290,124,2519,2395
1913,Cumberland,5,North Carolina,467,124,2519,2395
1146,Orleans,5,Louisiana,2519,124,2519,2395
674,St. Clair,5,Illinois,392,124,2519,2395
2225,Lane,5,Oregon,74,124,2519,2395
233,Stanislaus,5,California,338,124,2519,2395
2698,Nueces,5,Texas,383,124,2519,2395
48,Mobile,5,Alabama,326,124,2519,2395
2792,Salt Lake,2,Utah,1286,682,2549,1867
2287,Montgomery,2,Pennsylvania,1606,682,2549,1867
614,DuPage,2,Illinois,2785,682,2549,1867
190,Contra Costa,2,California,1414,682,2549,1867
1885,Westchester,2,New York,2174,682,2549,1867
1228,Worcester,2,Massachusetts,518,682,2549,1867
1219,Essex,2,Massachusetts,1475,682,2549,1867
545,Honolulu,2,Hawaii,1509,682,2549,1867
2250,Bucks,2,Pennsylvania,1023,682,2549,1867
1225,Norfolk,2,Massachusetts,1636,682,2549,1867
641,Lake,2,Illinois,1570,682,2549,1867
2264,Delaware,2,Pennsylvania,3016,682,2549,1867
2846,Fairfax,2,Virginia,2548,682,2549,1867
1217,Bristol,2,Massachusetts,983,682,2549,1867
2982,Snohomish,2,Washington,314,682,2549,1867
1773,Bergen,2,New Jersey,3854,682,2549,1867
451,Gwinnett,2,Georgia,1678,682,2549,1867
1783,Middlesex,2,New Jersey,2549,682,2549,1867
1269,Kent,2,Michigan,697,682,2549,1867
272,Jefferson,2,Colorado,682,682,2549,1867
239,Ventura,2,California,431,682,2549,1867
224,San Mateo,2,California,1558,682,2549,1867
1205,Montgomery,2,Maryland,1872,682,2549,1867
1278,Macomb,2,Michigan,1726,682,2549,1867
1206,Prince George's,2,Maryland,1743,682,2549,1867
1193,Baltimore,2,Maryland,1313,682,2549,1867
417,Cobb,2,Georgia,1952,682,2549,1867
310,New Haven,2,Connecticut,1398,682,2549,1867
307,Hartford,2,Connecticut,1193,682,2549,1867
1784,Monmouth,2,New Jersey,1348,682,2549,1867
306,Fairfield,2,Connecticut,1443,682,2549,1867
1979,Wake,2,North Carolina,900,682,2549,1867
2747,Travis,3,Texas,898,432,8966,8534
1775,Camden,3,New Jersey,2331,432,8966,8534
365,Orange,3,Florida,1127,432,8966,8534
2312,Providence,3,Rhode Island,1548,432,8966,8534
2097,Montgomery,3,Ohio,1186,432,8966,8534
36,Jefferson,3,Alabama,591,432,8966,8534
1780,Hudson,3,New Jersey,12926,432,8966,8534
1778,Essex,3,New Jersey,6265,432,8966,8534
198,Kern,3,California,93,432,8966,8534
743,Marion,3,Indiana,2178,432,8966,8534
1793,Bernalillo,3,New Mexico,518,432,8966,8534
1046,Jefferson,3,Kentucky,1817,432,8966,8534
369,Pinellas,3,Florida,3315,432,8966,8534
345,Hillsborough,3,Florida,1077,432,8966,8534
2183,Oklahoma,3,Oklahoma,965,432,8966,8534
1227,Suffolk,3,Massachusetts,11183,432,8966,8534
104,Pima,3,Arizona,101,432,8966,8534
1214,Baltimore City,3,Maryland,7869,432,8966,8534
332,Duval,3,Florida,1068,432,8966,8534
3086,Milwaukee,3,Wisconsin,3815,432,8966,8534
221,San Francisco,3,California,15837,432,8966,8534
2628,Hidalgo,3,Texas,432,432,8966,8534
2591,El Paso,3,Texas,712,432,8966,8534
1947,Mecklenburg,3,North Carolina,1513,432,8966,8534
1840,Erie,3,New York,891,432,8966,8534
2071,Hamilton,3,Ohio,1980,432,8966,8534
444,Fulton,3,Georgia,1732,432,8966,8534
2200,Tulsa,3,Oklahoma,1003,432,8966,8534
222,San Joaquin,3,California,475,432,8966,8534
193,Fresno,3,California,147,432,8966,8534
2117,Summit,3,Ohio,1324,432,8966,8534
1528,Jackson,3,Missouri,1096,432,8966,8534
2978,Pierce,3,Washington,449,432,8966,8534
2504,Shelby,3,Tennessee,1205,432,8966,8534
1853,Monroe,3,New York,1112,432,8966,8534
317,Washington,3,District of Columbia,8966,432,8966,8534
2444,Davidson,3,Tennessee,1145,432,8966,8534
428,DeKalb,3,Georgia,2528,432,8966,8534
2231,Multnomah,3,Oregon,1546,432,8966,8534
220,San Diego,1,California,698,395,20520,20125
1746,Clark,1,Nevada,216,395,20520,20125
1849,Kings,1,New York,35211,395,20520,20125
213,Orange,1,California,3785,395,20520,20125
2292,Philadelphia,1,Pennsylvania,10832,395,20520,20125
1877,Suffolk,1,New York,1617,395,20520,20125
360,Miami-Dade,1,Florida,1221,395,20520,20125
1828,Bronx,1,New York,32300,395,20520,20125
1338,Hennepin,1,Minnesota,2011,395,20520,20125
2535,Bexar,1,Texas,1218,395,20520,20125
1576,St. Louis,1,Missouri,1978,395,20520,20125
323,Broward,1,Florida,1475,395,20520,20125
1223,Middlesex,1,Massachusetts,1772,395,20520,20125
101,Maricopa,1,Arizona,395,395,20520,20125
219,San Bernardino,1,California,98,395,20520,20125
2577,Dallas,1,Texas,2621,395,20520,20125
2968,King,1,Washington,844,395,20520,20125
184,Alameda,1,California,1964,395,20520,20125
217,Sacramento,1,California,1412,395,20520,20125
202,Los Angeles,1,California,2447,395,20520,20125
216,Riverside,1,California,270,395,20520,20125
2740,Tarrant,1,Texas,1877,395,20520,20125
2621,Harris,1,Texas,2136,395,20520,20125
